b'#India doesn\\u2019t want another Gujarat 2002.\\nStop #DelhiViolence #DelhiPolice act like a public servant and arrest tho\\u2026 https://t.co/fz4f2aesD3',b'1232037994053369859',b'Bhavna GV',b'gorabhavna',b'World Citizen',"b'Producer- @ilmmovie | Associate Producer- @mantrathemovie | Co-Producer- @MaadathyTheFilm |Entrepreneur|Philanthropist|Writer- Maiya, Vittil'",b'866',b'289',b'17',b'4102',b'3366',b'False',b'False',b'False',b'False',b'2010-08-18 13:57:31'
b'My acting career is going off!! I\\u2019m getting tons of offers to star as the \\u201cbefore\\u201d in before and after adverts!\\u2026 https://t.co/WiS4vt6s9x',b'1232029486369120257',b'ryan aitch',b'ryanaitch',b'',b'',b'33',b'92',b'1',b'917',b'796',b'False',b'False',b'True',b'False',b'2012-01-10 00:22:50'
b'I doubt on @DelhiPolice recruitement? Why they are not good like @MumbaiPolice or @KolkataPolice. Please Save Delhi\\u2026 https://t.co/856RDSMAIW',b'1232029467180175363',b'Shadab',b'shadab_srk',b'Calcutta',b'love is life',b'889',b'32',b'3',b'7578',b'1613',b'False',b'False',b'False',b'False',b'2011-08-09 15:36:35'
b'#ArvindKejriwal &amp; PK clients prove to be Shikhandis for Godse bhakts in murderous attack on secularism\\n#DelhiPolice\\u2026 https://t.co/fUtt5YQoKb',b'1232029455893352448',b'\\u092e\\u093f\\u0936\\u094d\\u0930\\u0906\\u0936\\u0941\\u0924\\u094b\\u0937',b'misrashutosh',b'',"b'Communication cognoscente. Mentor of start-ups, news apps & digital ventures. Political\\n commentator. \\u0928\\u093e Congress \\u0938\\u0947 \\u0926\\u094b\\u0938\\u094d\\u200d\\u0924\\u0940, \\u0928 RSS-BJP \\u0938\\u0947 \\u092c\\u0948\\u0930! \\u092e\\u093e\\u0902\\u0917\\u0947 \\u0938\\u092c\\u0915\\u0940 \\u0916\\u0948\\u0930!'",b'486',b'1',b'11',b'3535',b'11',b'False',b'False',b'False',b'False',b'2013-06-10 05:42:51'
b'https://t.co/0cdc0Mdh41 here is this video.\\nDeleted by the account I retweetes.\\n#DelhiPolice #DelhiBurning https://t.co/9IhCfTJif7',b'1232029451837308929',b'Sana Khan',b'Sanakhan_m',b'India',b'Tweets Are My Personal Views | Learner | Adventure seeker | Amateur photographer | Keeping it real |',b'5883',b'2196',b'26',b'12699',b'7064',b'False',b'False',b'False',b'False',b'2013-07-14 15:54:43'
"b'\\u0921\\u093f\\u092f\\u0930 @DelhiPolice \\n,\\n,\\nwhat is all this? What is happening? \\n#DelhiPolice https://t.co/WtJoZKhqoI'",b'1232029441934663683',b'\\U0001f341 \\u0633\\u0639\\u064a\\u062f \\u0623\\u0646\\u0648\\u0631',b'Saeed_IAS',b'Indian',b'IAS aspirant POET & AUTHOR',b'17738',b'14392',b'6',b'14938',b'29365',b'False',b'False',b'True',b'False',b'2019-06-29 08:16:31'
b'\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u0915\\u093e\\u0930\\u094d\\u0930\\u0935\\u093e\\u0908 \\u0915\\u0930\\u0947 \\n\\u092a\\u0942\\u0930\\u093e \\u0926\\u0947\\u0936 \\u0906\\u092a\\u0915\\u0947 \\u0938\\u093e\\u0925 \\u0939\\u0948 ! #DelhiPolice',b'1232029412930932738',b'SarveshPandey\\U0001f1ee\\U0001f1f3',b'Sarveshlive',b'Lucknow',b'[Digital Film Producer \\u3011\\n[Digital Marketer ]\\n[Online Journalist ]\\n\\n\\u0950 \\u0924\\u0924\\u094d\\u092a\\u0941\\u0930\\u0941\\u0937\\u093e\\u092f \\u0935\\u093f\\u0926\\u094d\\u092e\\u0939\\u0947 \\u092e\\u0939\\u093e\\u0926\\u0947\\u0935\\u093e\\u092f \\u0927\\u0940\\u092e\\u0939\\u093f \\u0924\\u0928\\u094d\\u0928\\u094b \\u0930\\u0941\\u0926\\u094d\\u0930\\u0903 \\u092a\\u094d\\u0930\\u091a\\u094b\\u0926\\u092f\\u093e\\u0924 : \\n\\U0001f33a\\U0001f4ab',b'4359',b'4990',b'13',b'17355',b'14665',b'False',b'False',b'False',b'False',b'2017-01-26 07:15:55'
b'@KapilMishra_IND Tum dar kyun rahe ho apne papa ki thodi jyada sewa kar dena andar ni karwayega wo. Fir wo khud tum\\u2026 https://t.co/EP7ssnTpGY',b'1232029395998498817',b'\\U0001d409\\U0001d41a\\U0001d430\\U0001d41e\\U0001d41d \\U0001d400\\U0001d425\\U0001d41a\\U0001d426',b'whartzjaweds',"b'New Delhi, India'","b'Student,Indian At Foreign Soil Bcz Own An Indian Passport,Indian In India Bcz None Can Muster Courage To Ask.Natural Disabilities R Acceptable But Not Political'",b'27',b'50',b'0',b'1293',b'406',b'False',b'False',b'True',b'False',b'2018-06-28 03:00:44'
b'@ArvindKejriwal @HMOIndia make sure there is enough Women Personnels  in the #RPF #CRPF Contingent  that you are go\\u2026 https://t.co/qQUvQxP8vl',b'1232029372774830081',b'Madrasi Jawai',b'Me_Mumbaiker',b'Planet Earth',b'',b'344',b'612',b'1',b'32266',b'94997',b'False',b'False',b'True',b'False',b'2017-09-16 10:29:27'
b'Deepika where are you? @deepikapadukone\\n\\n#DelhiBurning #DelhiPolice #DelhiViolence',b'1232029334573080576',b'Anil Aayan',b'anilaayan',"b'\\u0935\\u093f\\u091c\\u092f\\u0935\\u093e\\u0921\\u093c\\u093e, \\u092d\\u093e\\u0930\\u0924'",b'Telugu Movies Predictor\\n& Critic',b'128',b'317',b'0',b'1115',b'8026',b'False',b'False',b'True',b'False',b'2013-07-16 11:08:07'
b'#DelhiPolice #DelhiViolence #NamasteyTrump #Bhajanpura #ArrestKapilMishra #Jafrabad #TrumpIndiaVisit #Delhi\\u2026 https://t.co/zF4xRungjv',b'1232029321683849216',b'Aftab Alam',b'Aftab_tiss2015',b'multiverse  ',b'',b'95',b'378',b'0',b'1355',b'1303',b'False',b'False',b'True',b'False',b'2017-05-08 21:01:14'
"b""When @realDonaldTrump  was talking about India's secularism and Harmony, this was happening on the other side of th\\u2026 https://t.co/yF7zX4AW4J""",b'1232029316436746246',b'Adil Hussain',b'adibhaijaan11',b'Mumbai',b'Blogger \\U0001f4bb| Vlogger \\U0001f3a5 | Enthusiast \\U0001f60e| Restaurenter \\U0001f362| Digital Marketer |',b'52',b'68',b'0',b'480',b'132',b'False',b'False',b'True',b'False',b'2010-09-16 14:32:49'
b'#DelhiPolice https://t.co/ktulVVLxKk',b'1232029277610102784',b'bilal sunasra ....\\u0628\\u0644\\u0627\\u0644',b'BiSunasra',b'',b'\\u0928\\u092e\\u093e\\u091c \\u0939\\u0930 \\u0939\\u093e\\u0932 \\u092e\\u0947\\u0902 \\u092b\\u0930\\u094d\\u091c \\u0939\\u0948',b'3684',b'2779',b'4',b'38351',b'506',b'False',b'False',b'True',b'False',b'2014-07-31 12:53:15'
b'@ArvindKejriwal \\u091c\\u0940 \\u0906\\u092a\\u0915\\u094b \\u092f\\u093e\\u0926 \\u0930\\u0916\\u093e \\u091c\\u093e\\u092f\\u0947\\u0917\\u093e ! \\u0906\\u092a\\u0915\\u0947 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0948\\u0902 \\u092f\\u0939 \\u0938\\u092c \\u0915\\u0941\\u091b \\u0939\\u094b \\u0930\\u0939\\u093e \\u0939\\u0948 \\u092b\\u093f\\u0930 \\u092d\\u0940 \\u0906\\u092a \\u0916\\u093e\\u092e\\u094b\\u0936 \\u0939\\u0947\\u0902 \\u092f\\u0939 \\u0938\\u092c \\u092f\\u093e\\u0926 \\u0930\\u0916\\u093e \\u091c\\u093e\\u092f\\u0947\\u2026 https://t.co/n8yjlHpuLc',b'1232029273625518080',b'Jishan Malik Zain',b'iamJishanZain',"b'New Delhi, India'",b'\\u095b\\u0941\\u0932\\u094d\\u092e \\u0915\\u0947 \\u0938\\u093e\\u092f\\u0947 \\u092e\\u0948\\u0902 \\u095b\\u0941\\u092c\\u093e\\u0928 \\u0916\\u094b\\u0932\\u0947\\u0917\\u093e \\u0915\\u094c\\u0928!\\n\\u0905\\u0917\\u0930 \\u0939\\u092e \\u091a\\u0941\\u092a \\u0930\\u0939\\u0947 \\u0924\\u094b \\u092c\\u094b\\u0932\\u0947\\u0917\\u093e \\u0915\\u094c\\u0928?\\nAlhamdulillah For EverYthing\\U0001f49c',b'119',b'222',b'0',b'292',b'975',b'False',b'False',b'True',b'False',b'2019-06-10 13:08:44'
b'\\u0935\\u093e\\u0939 \\u0930\\u0947 \\u092e\\u0947\\u0930\\u0947 \\u0932\\u094b\\u0915\\u0924\\u0902\\u0924\\u094d\\u0930 \\u0907\\u0924\\u0928\\u0940 \\u0906\\u091c\\u093c\\u093e\\u0926\\u0940 \\U0001f622\\n\\u091c\\u0932\\u0924\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\U0001f525\\U0001f525\\n#Maujpur_Riots \\n#JafrabadViolence \\n#Bhajanpura \\n#AntiCAA\\n#RatanLal\\u2026 https://t.co/oHfJaK6ykK',b'1232029262246531072',b'Tejendra Lodhi',b'tejendralodhi',"b'kasganj, Agra, (U.P.)  India'",b'https://t.co/j7ALrj6asf',b'2083',b'3483',b'0',b'2947',b'3899',b'False',b'False',b'True',b'False',b'2019-10-03 09:05:59'
b'#DelhiPolice #DelhiBurning https://t.co/ga1fkorI5t',b'1232029259406856193',b'\\u0ba4\\u0bae\\u0bc0\\u0bae\\u0bcd \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0bcd',b'StaThameem',b'\\xb0\\u2022\\u221a\\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0b95\\u0bae\\u0bcd-Thamizh(l)agam\\u221a\\u2022\\xb0',b'\\u0bb5\\u0bbe\\u0bb4\\u0bcd\\u0b95\\u0bcd\\u0b95\\u0bc8 \\u0b8e\\u0ba9\\u0bcd\\u0ba9\\u0bc1\\u0bae\\u0bcd \\u0b86\\u0bb1\\u0bcd\\u0bb1\\u0bbf\\u0ba9\\u0bbf\\u0bb2\\u0bc7 \\u0b93\\u0bb0\\u0bcd \\u0b95\\u0b9f\\u0bb1\\u0bcd \\u0b9a\\u0bc7\\u0bb0\\u0bbe\\u0baa\\u0bcd \\u0baa\\u0b9f\\u0b95\\u0bbf\\u0bb5\\u0ba9\\u0bcd\\n\\u0b95\\u0b9f\\u0bb5\\u0bc1\\u0bb3\\u0bcd \\u0b87\\u0bb0\\u0bc1\\u0b95\\u0bcd\\u0b95\\u0bbe\\u0ba9\\u0bcd\\u0ba9\\u0bbe \\u0b95\\u0bc1\\u0bae\\u0bcd\\u0baa\\u0bbf\\u0b9f\\u0bc1 \\u0baa\\u0bcb\\u0b9f\\u0bcd\\u0b9f\\u0bc1\\u0b9f\\u0bcd\\u0b9f\\u0bc1\\n\\u0baa\\u0bcb\\u0baf\\u0bbf\\u0b9f\\u0bcd\\u0b9f\\u0bc7 \\u0b87\\u0bb0\\u0bc1 \\u0bae\\u0ba4\\u0bcd\\u0ba4\\u0bb5\\u0ba9 \\u0ba8\\u0bcb\\u0ba9\\u0bcd\\u0b9f\\u0bbe\\u0ba4!\\n\\u0b87\\u0baf\\u0bb1\\u0bcd\\u0b95\\u0bc8\\u0ba4\\u0bcd \\u0ba4\\u0bbe\\u0baf\\u0bb5\\u0bb3\\u0bcd \\u0baa\\u0bbf\\u0bb3\\u0bcd\\u0bb3\\u0bc8\\U0001f343\\U0001f32c\\ufe0f\\n\\u2744\\u0ba4\\u0bae\\u0bc0\\u0bae\\u0bcd\\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0bcd\\u2744',b'3564',b'2923',b'7',b'4910',b'3174',b'False',b'False',b'False',b'False',b'2013-07-22 06:01:18'
b'@imMAK02 @DelhiPolice #AmitShahMustResign #DelhiPolice #Terrorist #Aatangi #Terror #HindutvaTerrorists #Hinduphobic\\u2026 https://t.co/GQMN2jfDOC',b'1232029227282767875',b'Mohammad Junaid Ali Khan',b'MJunaidAliKhan',b'',b'We are pure of pure honey for those who wanted friendship and we are the poison of those who want to disturb our ranks....',b'31',b'461',b'0',b'2623',b'1941',b'False',b'False',b'True',b'False',b'2016-10-04 15:19:49'
b'@RenukaJain6 @PMOIndia @narendramodi \\u0932\\u0917\\u0924\\u093e \\u0939\\u0948 \\u0915\\u093f \\u0906\\u091c \\u092e\\u0948\\u0921\\u092e #NamasteyTrump \\u0915\\u0947 \\u091a\\u0915\\u094d\\u0915\\u0930 \\u092e\\u0947\\u0902 \\u091c\\u094d\\u092f\\u093e\\u0926\\u093e \\u0916\\u0941\\u0936 \\u0939\\u0948\\u0964 \\U0001f914\\n\\n\\u092a\\u0941\\u0932\\u093f\\u0938 \\u092e\\u0947\\u0902 \\u0936\\u093f\\u2026 https://t.co/Hp9ITF2Hu4',b'1232029218873233416',b'\\u0906\\u092e \\u0906\\u0926\\u092e\\u0940 \\u0915\\u093e \\u091a\\u094c\\u0915\\u0940\\u0926\\u093e\\u0930 \\u0964 Deep \\u0964 \\u0926\\u0940\\u092a',b'im_deep4u',b'\\u092f\\u0939 \\u0926\\u0941\\u0928\\u093f\\u092f\\u093e',"b'Son | Husband | Father | Brother | Friend | Sales | Adviser | Criticizer | Political Interest | \\u092e\\u0941\\u0926\\u094d\\u0926\\u0947 \\u0915\\u0940 \\u092c\\u093e\\u0924 \\U0001f64f\\n\\n\\u092e\\u0948 \\u092c\\u0926\\u0932\\u0942\\u0902\\u0917\\u093e, \\u0924\\u094b \\u0926\\u0947\\u0936 \\u092c\\u0926\\u0932\\u0947\\u0917\\u093e \\U0001f44d'",b'348',b'1380',b'1',b'35019',b'22586',b'False',b'False',b'True',b'False',b'2015-02-28 17:29:43'
b'Some next level trolling #DelhiPolice #rajdeepsardesai  #DelhiViolence #FakeNews #Liberals https://t.co/WkLADh61yZ',b'1232029212397035521',b'Tedsukar',b'tedsukar',b'',b'live n let live',b'7',b'71',b'0',b'1050',b'918',b'False',b'False',b'True',b'False',b'2019-07-17 07:27:35'
b'Congratulations Delhi. You did it!\\n\\n#DelhiPolice #DelhiViolence #DelhiBurning #DelhiCAAClashes https://t.co/7ikxU5P6Il',b'1232029203593338882',b'Sunny Gupta! \\U0001f1ee\\U0001f1f3',b'sunnyusgupta11',"b'Punjab, India'",b'https://t.co/NiCM4dlnWK',b'275',b'419',b'0',b'2014',b'2670',b'False',b'False',b'False',b'False',b'2014-05-25 15:36:46'
b'\\u0915\\u091c\\u0930\\u093f\\u092f\\u093e \\u092e\\u0930 \\u0917\\u092f\\u093e ??\\n\\u092f\\u093e \\u0921\\u093e\\u092e\\u0930 \\u092a\\u0940 \\u0932\\u093f\\u092f\\u093e??\\n\\n #DelhiBurning\\n#DelhiPolice',b'1232029166796771330',b'SPECIAL_ONE',b'spclakc123',b'\\u0915\\u0948\\u0932\\u093e\\u0936\\u0935\\u093e\\u0938\\u0940 !!!',"b""I'm the greatest person ever born on this planet !!!\\nso keep calm n give #respect !!""",b'69',b'41',b'0',b'2854',b'20709',b'False',b'False',b'True',b'False',b'2014-09-19 16:25:34'
b'@imMAK02 @ni1981 But #DelhiPolice is complicit. There\\u2019s no point in appealing to them.',b'1232029149037940736',b'awrup \\u0639\\u0631\\u0641\\u0627\\u0646',b'justawesan',b'',b'i am not a Hindu. to be one i had to be a Brahmin. i rejected this evil system of oppression long ago. my existence is my resistance\\u2014down w/supremacies+fascism.',b'93',b'259',b'1',b'4513',b'4544',b'False',b'False',b'False',b'False',b'2015-05-06 09:10:55'
b'@deepsealioness @imMAK02 @DelhiPolice #DelhiPolice as well Rss/BJP Terrorists.',b'1232029130822045697',b'The Wounded Kashmir',b'woundedKashmir',b'Indian Occupied  Kashmir ',b'Born and Raised Under The Barrel of A Gun In An Occupation || Pro #Kashmiri',b'1647',b'522',b'1',b'6761',b'14345',b'False',b'False',b'True',b'False',b'2018-11-07 21:35:17'
b'\\u092f\\u0939 \\u0915\\u094b\\u0908 \\u0926\\u0902\\u0917\\u093e\\u0908 \\u0928\\u0939\\u0940\\u0902 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u0939\\u0948\\n#Maujpur\\n#DelhiPolice https://t.co/yQwG5NtUX5',b'1232029127743614976',b'Ved | \\u0648\\u06cc\\u062f \\u067e\\u0631\\u06a9\\u0627\\u0634',b'AAPVed',"b'New Delhi, India'",b'Social Media Strategist | Digital Marketing | m.c.d bhakt door rahen | BSc | LLB | Support Honest Politics | #AAP | Motihari | Bihari | RT\\u2260Endo. | Tweet=My view',b'17915',b'1023',b'95',b'128221',b'57467',b'True',b'False',b'False',b'False',b'2013-09-09 07:29:00'
b'This broken stick says the intensity of violence. \\nI feel hurt thinking of extreme pain he experienced while being\\u2026 https://t.co/0OwNDui99j',b'1232029125747118080',b'\\u0645\\u062d\\u0645\\u0651\\u062f\\xa0\\u0642\\u0627\\u0633\\u0645___!',b'Sheikh2k19',b'Pakistan',b'Muslim | Mobile Photographer #Tea   #Biking \\u2764 Love #Pakistan #Army | #Peace #Humanity | #News\\n#SMActivist | Vally of Mountains #Patriot #BhaiJaano',b'186',b'168',b'0',b'1229',b'268',b'False',b'False',b'True',b'False',b'2019-08-15 11:29:55'
"b""*Mobilise at LG House*\\n*Midnight Call* \\n25/2 \\nAs Delhi burns and violence continue even as we talk, it's time to ho\\u2026 https://t.co/l8kdBvqt03""",b'1232029095107497984',b'Shivangi C\\u0336h\\u0336o\\u0336u\\u0336b\\u0336e\\u0336y\\u0336',b'ChoubeyShivangi',b'',"b'\\u091a\\u093e\\u092f, \\u092c\\u093f\\u0902\\u0926\\u0940, \\u0915\\u0935\\u093f\\u0924\\u093e, \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0964'",b'2744',b'278',b'5',b'5132',b'15862',b'False',b'False',b'True',b'False',b'2012-09-22 12:45:58'
b'@ArvindKejriwal @_YogendraYadav @RanaAyyub @POTUS @narendramodi  #IndianSociety #DelhiPolice #Hindutva #Riots #CAA\\u2026 https://t.co/cwoP2rcy0S',b'1232029092393910277',b'Aisha Abbas',b'LadySherlockkk',b'New Delhi',"b'A girl with a heart of gold, a will of iron, and the glitter of a thousand diamonds. Bold, beautiful and compassionate.\\n\\nReader. Research Scholar. Introvert.'",b'85',b'132',b'2',b'963',b'3611',b'False',b'False',b'False',b'False',b'2015-01-22 00:26:03'
"b""Allah should kill himself for creating islam! Oh damn he has died for y'all sins! RIP #DelhiViolence #DelhiPolice #delhi""",b'1232029087654264832',b'TROLL RELIGION',b'religion_troll',b'',"b'Exposing #Bible & #Quran for ""Adultery"" , ""Genocide"" , ""Human Sacrifice"" , ""Using small girls for eww purpose"" & ""Not much respect to Girls""'",b'0',b'3',b'0',b'78',b'0',b'False',b'True',b'True',b'False',b'2020-02-06 18:19:29'
"b'Whether Shahrukh or Kapil Mishra both should be arrested instantly, in fact Kapil Mishra was made out of AAP, to ke\\u2026 https://t.co/X6ZQspDQAx'",b'1232029029714317314',b'Uma Kant Singh',b'umakantsingh_IN',b'New Delhi',"b'All Together, One Together, Change Together  \\u0938\\u092c \\u0938\\u093e\\u0925, \\u090f\\u0915 \\u0938\\u093e\\u0925, \\u092c\\u0926\\u0932\\u0947\\u0902\\u0917\\u0947 \\u0938\\u092c, \\u0938\\u093e\\u0925- \\u0938\\u093e\\u0925!  Calling all countrymen and women to join #NewRIndia movement!'",b'557',b'466',b'142',b'49365',b'109',b'False',b'False',b'False',b'False',b'2009-09-09 18:45:38'
b'Death toll now rises to 6. Unofficial figures suggest 8 deaths.\\n#DelhiBurning #DelhiViolence #DelhiPolice',b'1232029026409037825',b'Bushra Khanum \\u0628\\u0634\\u0631\\u06cc\\u0670 \\u062e\\u0627\\u0646\\u0645',b'bushrakhanum86',b'',"b'TVJournalist/ Past - Sr.Anchor/Prodcr @ZeeSalam @Network18Group /@Doordarshan,@Bigsynergymedia /Anchor @JashneRekhta,#Jamia Alumna,UrduEnthusiast'",b'3345',b'179',b'7',b'788',b'1511',b'False',b'False',b'True',b'False',b'2015-11-25 17:39:41'
b'Shame on you BJP and Delhi police\\n\\n#DelhiPolice  #DelhiBurning  #DelhiViolence #Modi',b'1232029020868554753',b'dheeraj',b'dheeraj45033248',b'',b'',b'2',b'83',b'0',b'21',b'821',b'False',b'True',b'True',b'False',b'2018-08-31 17:42:46'
b'#DelhiPolice #DelhiBurning #DelhiViolence #Delhi #Maujpur #ShaheenBagh\\n@INCIndia @INCIndiaLive https://t.co/nQUx0q85AR',b'1232029008499560449',b'Adil Khan',b'adi_khan01',"b'Mumbai, India'",b'Data Analyst with a reputed MNC and a proud \\nMumbaikar \\U0001f1ee\\U0001f1f3\\n\\nKeen interest in Politics!\\n\\nWilling to work as Political Analyst/Strategist',b'95',b'223',b'1',b'2470',b'8266',b'False',b'False',b'True',b'False',b'2012-03-07 12:49:51'
b'Delhi jalraha Hai..\\nDelhi ka beta kahaan Hai???\\nLagta hai @DelhiPolice ki tarha @ArvindKejriwal ji ki zubaan bhi Ce\\u2026 https://t.co/Wx2juGHGpe',b'1232028957656088576',b'\\U0001d400\\U0001d41b\\U0001d41d\\U0001d42e\\U0001d425 \\U0001d411\\U0001d41a\\U0001d421\\U0001d426\\U0001d41a\\U0001d427 \\U0001f1ee\\U0001f1f3',b'AbdulRa9110728',"b'Hyderabad, India'",b'\\u200f\\u200f\\u200f\\u200f\\u200f\\u200f\\u200f\\u200fMember @sioindia | Pharmacy Student |Activist | Beleiver\\n\\nhttps://t.co/n2rIZHMXRi\\u200e\\u200e\\u2026\\u200e',b'78',b'198',b'0',b'117',b'797',b'False',b'False',b'True',b'False',b'2017-11-13 12:21:10'
b'Are they Humans?\\n#DelhiPolice with Rss/Bjp Terrorists.\\n\\nhttps://t.co/oddemIS1HY',b'1232028938030895105',b'The Wounded Kashmir',b'woundedKashmir',b'Indian Occupied  Kashmir ',b'Born and Raised Under The Barrel of A Gun In An Occupation || Pro #Kashmiri',b'1647',b'522',b'1',b'6761',b'14345',b'False',b'False',b'True',b'False',b'2018-11-07 21:35:17'
b'#DelhiViolence #CAAProtest  #IslamicTerrorism #DelhiPolice \\nWhere r u now?  @dhruv_rathee @ndtv @ReallySwara\\u2026 https://t.co/360Y9YlJ58',b'1232028927108902913',b'Raunak',b'Raunak67642351',b'',b'#secularism ka keda nhi kata mujhe abhi tk\\U0001f604\\n\\nTroller',b'0',b'0',b'0',b'245',b'103',b'False',b'False',b'True',b'False',b'2020-01-06 10:54:17'
b'#DelhiPolice #DelhiRiots #DelhiBurning #delhi',b'1232028919047442433',b'abdus samad',b'abdussa60285404',b'',b'',b'18',b'150',b'0',b'570',b'87',b'False',b'False',b'True',b'False',b'2015-07-10 06:38:52'
b'Mothers from another brothers \\U0001f923#DelhiPolice https://t.co/a6NCHk3fyq',b'1232028916480663552',b'Muhammad Rizwan Khan',b'Mrizkhan001',"b'Rawalpindi, Pakistan'",b'If you judge people you have no time to love them.',b'318',b'492',b'2',b'7747',b'5708',b'False',b'False',b'True',b'False',b'2019-03-29 13:09:18'
b'#DelhiPolice #DelhiViolence #ShahMustResign \\nWhere is @ArvindKejriwal now ? Do we need such a person as our CM ? Wh\\u2026 https://t.co/qrmVbaltSY',b'1232028892644462602',b'Syed Ali',b'aliredsparrow',b'New Delhi ',"b""I'm in air charter business.""",b'140',b'209',b'2',b'1127',b'930',b'False',b'False',b'True',b'False',b'2014-04-11 06:20:09'
"b'Delhi walo ab #freebies ka hisaab dene ke liye tayyar ho jao. Aaj #RatanLal shaheed huye hai, aaj unki vidhwa ke aa\\u2026 https://t.co/jBCFgAJqh2'",b'1232028842828627968',b'Vin Var',b'vineetavarshney',"b'Toronto, Ontario | New Delhi, India'","b'Proud Hindu, Aspiring Writer, Political Enthusiast, Globetrotter, Feminist, Sarcastic, NaMo Bhakt. Please no DM.'",b'1168',b'673',b'8',b'11323',b'16255',b'False',b'False',b'False',b'False',b'2009-07-18 12:42:52'
b'\\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u092d\\u0947\\u091c\\u094b \\u0905\\u092c \\u092f\\u0939\\u093e\\u0901 \\u0921\\u0930 \\u0932\\u0917 \\u0930\\u0939\\u093e \\u0939\\u0948\\n@narendramodi @AmitShahOffice @myogiadityanath\\n#DelhiBurning\\n#DelhiPolice\\u2026 https://t.co/t6J4wUx3iH',b'1232028815099981824',b'Muzammil Malik',b'muzammi95800569',b'INDIA\\U0001f1ee\\U0001f1f3',b'Speak Kindly to people',b'37',b'194',b'0',b'212',b'1729',b'False',b'False',b'True',b'False',b'2018-11-08 06:39:20'
b'@KapilMishra_IND #ArrestKapilMishra \\n#ArrestKapilMishra \\n#ArrestKapilMishra \\n#DelhiPolice',b'1232028814948986880',b'\\U0001f1ee\\U0001f1f3 \\U0001f339SaaN Rana \\U0001f339\\U0001f1ee\\U0001f1f3',b'T_Ali_Rana_',b'',b'TIGER  ZINDA  H.....\\U0001f1ee\\U0001f1f3  \\U0001f1ee\\U0001f1f3  \\U0001f1ee\\U0001f1f3',b'1295',b'1004',b'1',b'27619',b'27201',b'False',b'False',b'True',b'False',b'2020-01-04 07:29:01'
b'\\u092e\\u093e\\u0924\\u0943\\u092d\\u0942\\u092e\\u093f \\u0915\\u0940 \\u0930\\u0915\\u094d\\u0937\\u093e \\u0915\\u0930\\u0924\\u0947 \\u0939\\u0941\\u090f \\u0935\\u0940\\u0930\\u0917\\u0924\\u093f \\u0915\\u094b \\u092a\\u094d\\u0930\\u093e\\u092a\\u094d\\u0924 \\u0939\\u0941\\u090f \\u0939\\u0928\\u0941\\u092e\\u093e\\u0928\\u0917\\u0922\\u093c \\u0915\\u0947 \\u091c\\u094b\\u0917\\u0940\\u0935\\u093e\\u0932\\u093e \\u0917\\u093e\\u0902\\u0935 \\u0915\\u0947 \\u0935\\u0940\\u0930 \\u0938\\u092a\\u0942\\u0924 \\u0935\\u093f\\u0915\\u093e\\u0938 \\u0935\\u0930\\u094d\\u092e\\u093e \\u091c\\u0940 \\u0915\\u0947 \\u092c\\u0932\\u093f\\u0926\\u093e\\u0928 \\u0915\\u094b\\u2026 https://t.co/hyDJxdfRfF',b'1232028805595910145',b'Chandra Prakash',b'Chandra955454',"b'Lucknow, India'","b'~Half Robinhood~\\n\\nIf you always do what you\\u2019ve always done, you\\u2019ll always get what you\\u2019ve always got.\\n \\u0927\\u0930\\u094d\\u092e\\u094b \\u0930\\u0915\\u094d\\u0937\\u0924\\u093f \\u0930\\u0915\\u094d\\u0937\\u093f\\u0924\\u0903\\n              *SO FAR SO GOOD*'",b'249',b'230',b'0',b'3037',b'4123',b'False',b'False',b'True',b'False',b'2017-10-23 03:33:05'
"b'CAA : Four killed, over 50  injured in violent clashes in North East Delhi -\\n#DelhiViolence #DelhiPolice\\u2026 https://t.co/3v5h0ml3p4'",b'1232028798998192134',b'MuslimMirror.com',b'MuslimMirror',b'',b'',b'5268',b'5',b'18',b'17679',b'18',b'False',b'False',b'True',b'False',b'2012-11-22 13:56:08'
b'#ForaBocaRosa #RIPMamba #RIPKobeBryant #RIPKobe #MeToo #KobeFarewell #BabaOlmak\\n#coronaviruslombardia\\u2026 https://t.co/1Gt4lxfM5y',b'1232028780996243468',b'\\U0001d425\\U0001d422\\U0001d42f\\U0001d422\\U0001d41a\\U0001f483',b'twingguk',b'@gukiemail',b'teu cu na reta meu pau sem freio',b'11070',b'8547',b'12',b'9947',b'22599',b'False',b'False',b'True',b'False',b'2018-05-25 23:41:21'
