"b'@HomeBuilderTex @ABC ""Good job, Tex!"" #IvankaTrump \\U0001f1fa\\U0001f1f8 https://t.co/uDYD3dkU2W'",b'1229205169914568704',b'ChairmanYou',b'ComradeYou',"b'Los Angeles, CA'",b'#TheResistance \\U0001f1fa\\U0001f1f8 #Resist \\U0001f1fa\\U0001f1f8 #MOT',b'1057',b'1561',b'0',b'4953',b'2934',b'False',b'False',b'True',b'False',b'2019-03-23 20:20:12'
b'Astonishing...How every Muslim Intellectual &amp; celebrity stand firm ( inspite of all infirmities &amp; hypocrisies of d\\u2026 https://t.co/a9VRqMHaxg',b'1232287429035315201',b'RKg',b'welworth',b'delhi',"b'why can,t we have leaders with hard aptitude to perform at all costs......'",b'1669',b'1602',b'16',b'29257',b'484',b'False',b'False',b'False',b'False',b'2011-03-05 08:48:50'
"b'Saya menolak segala bentuk kriminalisasi kepada saudara muslim, tak terkecuali pada Ahmad Khazinudin ketua LBH Peli\\u2026 https://t.co/5aIDYaMepx'",b'1232287426715910144',b'Forastano',b'hitam_labalaba',b'',b'Rahmatan Lil Alamin',b'520',b'662',b'0',b'2511',b'5013',b'False',b'False',b'True',b'False',b'2019-08-31 03:26:56'
"b'@PadmajaJoshi @timesofindia According to SabaNaqli , @_sabanaqvi that beast pointing the pistol at the constable is\\u2026 https://t.co/AMjhyqGqnL'",b'1232287419451375617',b'V Nagaraj \\U0001f1ee\\U0001f1f3',b'nagarajv2121',b'Bengaluru ',"b'HR & Business Mgmt. Consultant, Grooming Entrepreneurs in Fashion & Retail Start-ups. Supporter of Clean, Efficient & Decisive Govt. Anti- Chrislamocommists.'",b'163',b'215',b'6',b'8849',b'1355',b'False',b'False',b'True',b'False',b'2015-07-09 16:21:16'
b'@Nidhi The Muslim populations have increased thousands fold over the year which is not minorities any more.',b'1232287417983545344',b'\\u092c\\u0940\\u0938\\u0935\\u0947\\u0938\\u094d\\u0935\\u093e\\u0930\\u093e\\u092f \\u0928\\u092e\\u0903',b'ruralpanchayat',b'India',b'\\U0001f469\\u200d\\U0001f3a8 artist',b'29',b'268',b'0',b'650',b'16460',b'False',b'False',b'True',b'False',b'2019-03-22 08:31:10'
b'@KapilMishra_IND Tu aatankwadi hai teri hi wajah se delhi me anti-muslim danga hua hai.dango ka jimmedar tu hai.',b'1232287405635293185',b'Zainab',b'ZennSays_',b'',"b""If you don't read the newspaper, you are uninformed. If you read the newspaper, you are mis-informed.   \\u0627\\u0644\\u0644\\u0647 \\u0627\\u0643\\u0628\\u0631""",b'970',b'1175',b'1',b'8964',b'6973',b'False',b'False',b'True',b'False',b'2019-09-01 15:50:49'
b'@nazia_e I am an Indian Hindu . I do not trust any Muslim or their loyalty towards India. Muslim are giving birth a\\u2026 https://t.co/JN7YMGABz9',b'1232287403534114818',b'\\u0905\\u0928\\u0941\\u0930\\u093e\\u0917 \\u092e\\u093e\\u0928\\u0947 \\u092a\\u094d\\u092f\\u093e\\u0930 \\U0001f60d',b'ThePaapi',"b'Uttar Pradesh, India'",b'\\u0939\\u093f\\u0902\\u0926\\u0940 \\u092d\\u093e\\u0937\\u0940 \\u0932\\u094b\\u0917\\u094b \\u0915\\u094b \\U0001f4af\\u092b\\u0949\\u0932\\u094b \\u092c\\u0948\\u0915 \\u092e\\u093f\\u0932\\u0947\\u0917\\u093e \\u2022 \\u0935\\u0947\\u092c \\u0921\\u0947\\u0935\\u0932\\u092a\\u0930 \\u25cf \\u0915\\u0928\\u092a\\u0941\\u0930\\u093f\\u092f\\u093e \\u092d\\u093e\\u090a \\U0001f60e',b'484',b'443',b'0',b'92',b'3886',b'False',b'False',b'False',b'False',b'2018-07-07 16:02:54'
b'Some one kindly help this joker reach Muslim ghettos in New Delhi right now https://t.co/p8UhoegWqZ',b'1232287396340752384',b'Om Namah Shivayah:',b'listen2dil',b'',"b'kripaya yahan gyaan na pelen \\U0001f64f Hate ""Sarva Garam Vadapav"" shit'",b'973',b'508',b'27',b'38434',b'9680',b'False',b'False',b'False',b'False',b'2014-03-06 09:05:31'
"b'@RubikaLiyaquat @realDonaldTrump desh ke logo, ye media or politicians, hindu muslim ko baatne ka kaam kar rahe hai, inhe boycott karo.'",b'1232287395128590336',b'Mohit Sharma',b'm0hle0',"b'New Delhi, India'",b'',b'0',b'59',b'0',b'44',b'225',b'False',b'False',b'True',b'False',b'2014-09-20 17:31:35'
b'@NicolaCareem Did you witness Muslim mob killing Hindus? Setting there vehicles and properties on fire?\\n\\nIf not....\\u2026 https://t.co/ATLaIeppUv',b'1232287394524803072',b'Ranjan Singh\\U0001f1ee\\U0001f1f3',b'ranjansinghcho1',b'Most Happening Place of Planet',b'Bharat Mata Ki Jai!!!\\n\\n Jai Mahakaal!!\\U0001f64f',b'398',b'537',b'3',b'33683',b'28740',b'False',b'False',b'True',b'False',b'2015-07-09 19:55:05'
b'@AnnaCredibility @FaruquiMunawar Waise kafi faltu time hai profile dekhne ki? Thoda kaam b kar liya karo #doland tr\\u2026 https://t.co/El1WC5HtGJ',b'1232287391404171264',b'Urban_Indian',b'SajidNR',b'Germany',b'Engineer || Product Manager || Foot Locker EMEA',b'41',b'289',b'0',b'657',b'1652',b'False',b'False',b'False',b'False',b'2011-05-15 20:21:03'
b'@pranayk18433129 @imMAK02 @UNHumanRights @IntlCrimCourt @IlhanMN @amnesty @DelhiPolice Aur bhai agr ap hindu h or m\\u2026 https://t.co/mh9MhitMNg',b'1232287384957411329',b'Azhar Khurshid',b'arAzharkhurshid',"b'New Delhi, India'",b'Healthcare Architect',b'20',b'248',b'0',b'393',b'52',b'False',b'False',b'True',b'False',b'2019-05-26 00:29:00'
"b""Sheikh Hasina is very tortured against the Hindu in your Bangladesh 'Hindus in our India live like Muslim brothers'\\u2026 https://t.co/Xp8DbH2T81""",b'1232287376791285769',b'Rajdeep Roy',b'Rajdeep40757428',b'',b'',b'1',b'12',b'0',b'7',b'5',b'False',b'False',b'True',b'False',b'2019-09-05 08:45:54'
b'Hahahahaha Muslim hai to instigated. Wah bhai wah tum apni kaum ka poora history dekhlo. Saari countries tumhe ban\\u2026 https://t.co/62H2mgnXAl',b'1232287372538077187',b'Red Army',b'thenovicelens',b'',b'Arsenal Fan. Previously @afc_mj',b'113',b'257',b'1',b'1096',b'40',b'False',b'False',b'True',b'False',b'2019-11-22 16:36:00'
b'@MeetUunngLee @AmitShah Sir riots hain. Ya aapney video dekhe nahin hai saarey. Gaand faadey toh dharam dekh ke na\\u2026 https://t.co/tY6LwEe5lG',b'1232287367504875523',b'Anuj Khurana \\U0001f1ee\\U0001f1f3',b'HaddHaiYaar',"b'Delhi NCR, INDIA'","b'Trying to be a Businessman. Movies, TV series, sports lover. Lazy Blogger. Memes.\\nInstagram- HaddHaiYaar'",b'6082',b'629',b'86',b'136945',b'41598',b'False',b'False',b'False',b'False',b'2009-06-30 07:39:48'
b'@LozzaFox 2.2 The best example of this is Kirsty Wark ? interviewing regular contributor Bernard Henri-Levy about F\\u2026 https://t.co/zPKJOgF1bi',b'1232287361565896704',b'Tann',b'Tann24788338',b'',b'',b'0',b'27',b'0',b'16',b'3',b'False',b'False',b'True',b'False',b'2020-02-21 02:17:55'
b'@edwardpeguero1 Hate speeches from last 8 year again muslim cause this enfact this things get heat whene Caa protes\\u2026 https://t.co/o2o8BjnzYd',b'1232287352850018317',b'AnticNihal',b'mdnihal2',b'India',"b""it's for you \\u2665\\ufe0f""",b'67',b'656',b'0',b'519',b'223',b'False',b'False',b'False',b'False',b'2013-09-24 09:21:31'
"b""Violence rocks Delhi after supporters of the 'anti-Muslim' citizenship act attacked anti-CAA protest sites.\\n#DelhiRiots""",b'1232287346676191234',b'Kashif Raza',b'KashifRazaa',"b'Khanpur, Pakistan'",b'#Muslim #Pakistani #Agrarian #Plant_Breeder_and_Geneticist',b'374',b'163',b'33',b'14045',b'1090',b'False',b'False',b'False',b'False',b'2011-12-20 11:43:13'
b'Hukum buatan manusia yg ada di negeri ini sangat lemah dan faktanya selalu digunakan untuk kepentingan penguasa men\\u2026 https://t.co/HelXHJ8qZa',b'1232287345015058434',b'Jomblo lillaah',b'JLillaah',b'',b'pintar mengaji',b'42',b'103',b'0',b'389',b'0',b'False',b'False',b'True',b'False',b'2020-01-26 05:57:03'
b'@shubhambadhiye1 Kuch log shaukeen hote hain....\\n\\nMere gaanv me bhi muslim hain.... Maje se rahte hain hamara koi l\\u2026 https://t.co/09TDe7NAcs',b'1232287341504495617',b'Lutera BaBa',b'ShayariBaBa_',b'\\u0928\\u0926\\u0940 \\u0915\\u093f\\u0928\\u093e\\u0930\\u0947 \\u091c\\u0901\\u0917\\u0932 \\u092e\\u0947\\u0902',"b'\\u092e\\u0948\\u0902 \\u0938\\u0928\\u0915\\u0940, \\u0917\\u0902\\u0935\\u093e\\u0930, \\u0905\\u0938\\u092d\\u094d\\u092f, \\u0905\\u0928\\u092a\\u095d, \\u091c\\u0901\\u0917\\u0932\\u0940, \\u095b\\u093e\\u0939\\u093f\\u0932, \\u0926\\u0947\\u0939\\u093e\\u0924\\u0940, \\u092c\\u0947\\u0905\\u0915\\u094d\\u0932, \\u092c\\u0947\\u0936\\u0915\\u094d\\u0932, \\u092c\\u0947\\u0932\\u093f\\u0939\\u093e\\u091c, \\u092c\\u0947\\u0932\\u0917\\u093e\\u092e, \\u092c\\u0926\\u092e\\u093f\\u091c\\u093e\\u091c, \\u092c\\u0926\\u094d\\u0924\\u092e\\u0940\\u091c, \\u092c\\u0926\\u091c\\u0941\\u092c\\u093e\\u0928 \\u0914\\u0930 \\u0906\\u0935\\u093e\\u0930\\u093e \\u0939\\u0942\\u0901\\u0964'",b'16057',b'488',b'26',b'75769',b'5388',b'False',b'False',b'True',b'False',b'2017-10-14 07:00:05'
b'https://t.co/OBOxHO6NQy\\n\\n#DelhiPolice #DelhiBurning',b'1232287339289833473',b'\\u092d\\u0915\\u094d\\u0924\\u093f',b'bhakti_nair',b'New Delhi',"b'Data Visualiser & Dreamer with a pretty smile, trying hard to make my way to life goals.'",b'90',b'454',b'6',b'957',b'203',b'False',b'False',b'False',b'False',b'2009-08-27 10:26:07'
b'Guess also being a rapist and having your own Muslim ban will do that... https://t.co/4hQQnZ9L5d',b'1232287338199384064',b'Eddie Vale',b'evale72',"b'Washington, DC'","b'Partner @ New Paradigm Strategy Group. Fmr VP American Bridge, AFL-CIO (lot of labor here still) & various D Pres/Sen/Cong campaigns. Giants/Mets/Isles.'",b'5953',b'2084',b'288',b'48146',b'7306',b'False',b'False',b'False',b'False',b'2008-09-17 16:54:08'
"b'To the world , watch Delhi police inactions , instead of calling emergency, they are beating a muslim injured perso\\u2026 https://t.co/zHAWIWlm7z'",b'1232287335414239232',b'Wake Up',b'busyakram007',b'',"b'The world to you is exactly the way you are to the world . Give love , peace and  blessings , it will come back to you.'",b'287',b'1099',b'22',b'32047',b'19651',b'False',b'False',b'True',b'False',b'2013-01-06 18:03:42'
b'Kebenaran akan menang !! tolak kriminalisasi pada advokat Muslim Pembela Umat\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/jsPZFVkPPf',b'1232287331886891008',b'Ummu syaban',b'SyabanUmmu',b'',b'Ibu pejuang Islam Kaffah\\nCinta Nabi Cinta Syariah',b'58',b'152',b'0',b'803',b'61',b'False',b'False',b'True',b'False',b'2020-01-13 07:34:36'
b'@vijaykumarcall Kya Bhang khaa rakhi hai. Kal parso raat muslim jihadi bheed hinduo ko marti rahi aur tum chup chap\\u2026 https://t.co/Buru0k6BkR',b'1232287320054759424',b'Vikas Tyagi',b'VikasTy97781986',b'',b'Male\\n32 year old',b'0',b'19',b'0',b'13',b'151',b'False',b'True',b'True',b'False',b'2019-04-25 12:26:58'
"b""@mihira_sood It was a baby child no matter he/she belonged to a Hindu family or Muslim family\\U0001f611\\nwe're the one who is\\u2026 https://t.co/TVe3OA3sYm""",b'1232287317198503938',b'Shubham',b'Shubham99707352',b'',b'Nothing to say',b'5',b'212',b'0',b'8',b'2',b'False',b'False',b'True',b'False',b'2019-09-26 08:47:43'
b'@mehdirhasan @cjwerleman Bjp has long history of killing muslim',b'1232287313578741760',b'Shaheroz Ali',b'ShirozAli1',"b'Tolichowki South, Hyderabad'",b'Hii',b'7',b'116',b'0',b'316',b'57',b'False',b'False',b'True',b'False',b'2017-02-06 16:12:13'
b'Kami Bersamanya lebih dari seorang muslim sebab LBHPU setia membela agama dan para ulama.\\n &gt;&gt; #SaveAdvokatPejuang &lt;\\u2026 https://t.co/qcq8yK2bE6',b'1232287310881800193',b'Thie Rahayu',b'rahayu_thie',b'',b'utk ke sekian kalinya. mudah2an awet...',b'80',b'85',b'0',b'953',b'78',b'False',b'False',b'True',b'False',b'2019-09-26 21:30:24'
"b'@meraht90 Kami, umat muslim bersatu siap mengawal dan membelanya.\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #LBHPelitaUmat .\\u2026 https://t.co/bFPn8FVUzE'",b'1232287310261055488',b'AyahNisa',b'ayahnisa40',b'Semarang',b'untuk Islam',b'246',b'428',b'0',b'1347',b'194',b'False',b'False',b'True',b'False',b'2019-12-13 06:50:33'
b'@Jo_dB Just need a Muslim connection to it all and I\\u2019m quids in.',b'1232287308398956546',b'stabilo',b'stabiloFFC',b'',b'Anger is an energy.  Anger is an energy.',b'1072',b'1364',b'18',b'53197',b'25333',b'False',b'False',b'False',b'False',b'2010-07-04 09:00:17'
b'@realDonaldTrump @rajnathsingh Are Trump chacha jab tak desh may Muslim h na desh ko koi sampana nhi bna sakta ....\\u2026 https://t.co/iYvsuT5GaA',b'1232287308197584896',b'Manish Singh Rajpoot',b'ManishS00529338',"b'New Delhi, India'",b'Redical Hindu .....\\nMechanical Engineer.... BJP member',b'5',b'23',b'0',b'3',b'6',b'False',b'False',b'True',b'False',b'2019-10-24 05:20:59'
"b""@rude_doctor25 Days of Muslim appeasement are over now \\n\\nForce is only met by force , peace can't be one way""",b'1232287306628915201',b'FASCISM overloaded',b'anonymous91234',b'chai ki tapri pe ',b'',b'131',b'64',b'0',b'2179',b'7268',b'False',b'False',b'True',b'False',b'2017-06-25 02:38:16'
b'Delighted to announce our next workshop @SOAS \\n\\nSign up here https://t.co/TP78R0HeF3\\n\\nIn partnership with @SOAS Fes\\u2026 https://t.co/xUNIHt5vcX',b'1232287297632112642',b'The Movement',b'The_Movementtt',b'Born at SOAS University London',"b'\\u2018The Movement\\u2019 is a group designed to create a safe space for Muslim Women. Delivering workshops, exploring dialogues and creating networks #MakingMoves'",b'50',b'132',b'0',b'50',b'45',b'False',b'False',b'True',b'False',b'2020-01-21 12:11:20'
b'@Voice_For_India @KapilMishra_IND @PMOIndia @AmitShah @BJP4India @UN @INCIndia @RahulGandhi Christains are those wh\\u2026 https://t.co/bIg0zdkd5h',b'1232287291554566144',b'whereishumanity?',b'dripsindia',b'',b'unity in diversity',b'13',b'202',b'0',b'306',b'1753',b'False',b'False',b'True',b'False',b'2019-12-23 03:28:21'
b'@just1doctorwala Mr John needs to keep himself off the affairs of India. If he is so concerned about illegal Muslim\\u2026 https://t.co/b5rYZsxuqz',b'1232287284369612800',b'sukhvinder saini',b'sukhsainisukh',b'',b'',b'4',b'14',b'0',b'29',b'6',b'False',b'True',b'True',b'False',b'2011-10-19 09:19:10'
b'@PreciousAnurika @odududaniel85 @MobilePunch Madam you need to be calm down.. This is not a religion or tribes issu\\u2026 https://t.co/oWf560OtR6',b'1232287277923041282',b'owonikoko musty',b'MustyOwonikoko',b'',b'simple and cool',b'7',b'28',b'0',b'19',b'55',b'False',b'False',b'True',b'False',b'2019-09-04 22:30:57'
"b'@rjfahad @PMOIndia Go HMO 25\\u20b9 fee baro,kitne muslim logo ke citizenship gaye after CAA.samj me nahi aya to jake kah\\u2026 https://t.co/a4a2QiBPwb'",b'1232287276840841216',b'Adarsha',b'sampekai',b'',"b'Witnessed Namo,Demo,Art370.. Lord Ram Verdict..and counting.. Keeping India stronger than ever. we are living in the era of Modi'",b'30',b'192',b'1',b'5929',b'10948',b'False',b'False',b'False',b'False',b'2013-10-28 07:50:50'
"b'@tedcruz You are the easily-triggering, right-wing anti-Muslim bigot, tinfoil conspiracy theorist she\\u2019s discussing\\u2026 https://t.co/5LLTRZsb5J'",b'1232287271472320513',b'LovelyMsEB',b'LovelyMsEB',b'United States',"b'Database manipulator, material culturist, pie baker, scuba diver. I\\u2019d rather be wrong than silent.'",b'276',b'1648',b'1',b'3879',b'34613',b'False',b'False',b'True',b'False',b'2014-03-24 20:50:14'
b'Who even voted Bernie into the office he\\u2019s holding?!?! How about you look into that district! They seem to mostly b\\u2026 https://t.co/vJ1Z3i0GWn',b'1232287271086325761',b'\\U0001f1fa\\U0001f1f8Chris Hebensperger\\U0001f1fa\\U0001f1f8\\U0001f3cb\\U0001f3fd\\u200d\\u2640\\ufe0f\\U0001f4aa\\U0001f3fc',b'Transition_Fitn',b'Edmond ',"b'NRA Supporter, Supporter of Pres. Trump #MAGA, #NRA4Life, Husband, Christian, Father and American loving Patriot! E Pluribus Unum'",b'747',b'1947',b'0',b'6435',b'19775',b'False',b'False',b'False',b'False',b'2012-02-27 09:40:51'
"b'Kenapa umat Muslim terus yg didzolimi? Apa karna umat muslim perilakunya jujur, adil, menegakkan kebenaran dan memb\\u2026 https://t.co/XjqExkDGcT'",b'1232287269001691137',b'AyahNisa',b'ayahnisa40',b'Semarang',b'untuk Islam',b'246',b'428',b'0',b'1347',b'194',b'False',b'False',b'True',b'False',b'2019-12-13 06:50:33'
b'@FaridiAftab @AtifBjp @Hemantrbhardwaj Abe chutiye vo indian muslim hai bhai hai hmra ye un mse hai jinko NRC se kuch nhi hoga',b'1232287266481065984',b'Apurv Dixit',b'ApurvDixit15',b'',b'Proud to be INDIAN\\U0001f1ee\\U0001f1f3\\nproud to be hindu\\U0001f6a9',b'6',b'21',b'0',b'611',b'379',b'False',b'False',b'True',b'False',b'2019-06-16 18:20:56'
b'Mullah\\u2019s who burn medical books and claim that \\u2018whoever is a Shia Muslim will not be affected by this outbreak\\u2019 is\\u2026 https://t.co/ItO9wHi6wc',b'1232287253793247232',b'Borna Khiabani',b'Borna___',"b'Tehran, Iran'",b'Three family members executed by hanging. Two friends killed by bullets. Blocked by 90% of all regime-lobbyists and 10% to go #IranProtests #FreeIran',b'1883',b'128',b'19',b'3131',b'4708',b'False',b'False',b'True',b'False',b'2019-05-03 16:15:02'
"b'Because \\nOur race is living being, humanity is our religion.\\nHindu Muslim Sikh Christian, there is no separate reli\\u2026 https://t.co/IN58ktd7YG'",b'1232287249909374977',b'Seema Nagender',b'antil_seema',b'Delhi India  ',b'plz help to reach 15k',b'14940',b'8743',b'5',b'13215',b'9562',b'False',b'False',b'True',b'False',b'2017-03-16 11:58:42'
b'@Afraoo7 @Rajput_Ramesh @KailashOnline @KapilMishra_IND @ippatel @advmonikaarora @SubuhiKhan01 @shuklapinku\\u2026 https://t.co/yAKwXGZjAe',b'1232287249783390210',b'HEAD CONSTABLE RATAN LAL',b'being_tabas',b'',"b'NRI but \\u2764\\ufe0f is always beating for India, true Indian, proud to be Indian, and like India to grow so we can be more proud of \\U0001f1ee\\U0001f1f3! \\U0001f64f'",b'560',b'236',b'2',b'90513',b'48655',b'False',b'False',b'True',b'False',b'2017-09-11 09:58:47'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/OKfWBgmcBu'",b'1232287242745413632',b'Hanuman Das',b'Hanuman65241685',b'',b'\\u0938\\u0924\\u094d \\u0938\\u093e\\u0939\\u0947\\u092c',b'65',b'46',b'0',b'1706',b'1673',b'False',b'False',b'True',b'False',b'2019-11-20 13:27:55'
b'@KaizerVon2 @SaadiaSattar_ @RehamKhan1 @GulBukhari @TawiahMusic @husainhaqqani There needs to be an organization wh\\u2026 https://t.co/QZUr0DkGzt',b'1232287234625351680',b'Askari',b'Askari20343303',b'',b'',b'5',b'4',b'0',b'105',b'582',b'False',b'True',b'True',b'False',b'2019-02-27 03:30:35'
"b'The roots of islam need to be understood.\\nSince the radicalized muslims are doing their job, the mosques are key to\\u2026 https://t.co/DuWPvsDUOo'",b'1232287228841226240',b'VijendraBhat',b'SPHEREHEADSAYS',"b'Manipal, Udupi, Karnataka'",b'Only the most intolerant will survive in the end unless there is rule of law implemented with bias towards the tolerant.\\nJai Shree Ram',b'180',b'206',b'9',b'16693',b'53638',b'False',b'False',b'True',b'False',b'2012-12-21 07:25:58'
b'@Hindutva001 Chutiya insan mere yha 98% muslim h pr 2% hindu 45 saal se reh rhe h unko aaj tak koi khatra nhii hua.\\u2026 https://t.co/uhVrHmeWfE',b'1232287226148446209',b'Azad',b'Kashif43188941',b'',b'Save Constitution Save India',b'337',b'386',b'0',b'7850',b'5960',b'False',b'False',b'True',b'False',b'2019-12-30 15:41:54'
b'#DelhiBurning\\n\\nDalit residents of Seelampur J-Block are protecting the Muslim residents and have blocked roads push\\u2026 https://t.co/iLhXg7ohNw',b'1232287223682199553',b'Prof. Ali Khan Mahmudabad',b'Mahmudabad',b'',b'Asst. Prof of Pol. Sci. and Hist @AshokaUniv. RTs not endorsements. Member of the SP. All views universal unless otherwise stated.',b'7239',b'1155',b'23',b'2830',b'2692',b'True',b'False',b'True',b'False',b'2013-11-04 13:31:14'
b'@fayedsouza Who made CAA anti-muslim ????',b'1232287222721843201',b'Manoj Patil \\U0001f6a9\\U0001f1ee\\U0001f1f3\\U0001f6a9',b'_manoj_patil_',"b'Pune, India'",b'\\u092a\\u0930\\u093f\\u0924\\u094d\\u0930\\u093e\\u0923\\u093e\\u092f \\u0938\\u093e\\u0927\\u0942\\u0928\\u093e\\u0902 \\u0935\\u093f\\u0928\\u093e\\u0936\\u093e\\u092f \\u091a \\u0926\\u0941\\u0937\\u094d\\u0915\\u0943\\u0924\\u093e\\u092e\\u094d\\u200c \\u0964 \\u0927\\u0930\\u094d\\u092e\\u0938\\u0902\\u0938\\u094d\\u0925\\u093e\\u092a\\u0928\\u093e\\u0930\\u094d\\u0925\\u093e\\u092f \\u0938\\u092e\\u094d\\u092d\\u0935\\u093e\\u092e\\u093f \\u092f\\u0941\\u0917\\u0947 \\u092f\\u0941\\u0917\\u0947 \\u0965 \\U0001f1ee\\U0001f1f3\\U0001f6a9',b'13',b'297',b'0',b'427',b'778',b'False',b'False',b'False',b'False',b'2012-09-20 14:03:31'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/3IBihxd6Kn'",b'1232287222298267649',b'Baishnavi yadav \\u2b50',b'BaisnaviM',b'Mahoba  India',b'\\U0001f339\\u092e\\u093e\\u0928\\u0941\\u0937 \\u091c\\u0928\\u092e \\u092a\\u093e\\u0910 \\u0915\\u0930 \\u091c\\u094b \\u0928\\u0939\\u0940\\u0902 \\u0930\\u091f\\u0947 \\u0939\\u0930\\u093f \\u0928\\u093e\\u092e \\u0964\\U0001f339\\n\\U0001f48e\\U0001f339\\u091c\\u0948\\u0938\\u0947 \\u0915\\u0941\\u0906 \\u091c\\u0932 \\u092c\\u093f\\u0928\\u093e \\u092c\\u0928\\u0935\\u093e\\u092f\\u093e \\u0915\\u094d\\u092f\\u093e \\u0915\\u093e\\u092e \\u0964\\u0964\\U0001f339\\u2b50',b'606',b'1973',b'0',b'6264',b'5724',b'False',b'False',b'True',b'False',b'2019-07-01 15:10:13'
b'I am an Indian Hindu . I do not trust any Muslim or their loyalty towards India. Muslim are giving birth and suppor\\u2026 https://t.co/8iXPao5c73',b'1232287218657628161',b'\\u0905\\u0928\\u0941\\u0930\\u093e\\u0917 \\u092e\\u093e\\u0928\\u0947 \\u092a\\u094d\\u092f\\u093e\\u0930 \\U0001f60d',b'ThePaapi',"b'Uttar Pradesh, India'",b'\\u0939\\u093f\\u0902\\u0926\\u0940 \\u092d\\u093e\\u0937\\u0940 \\u0932\\u094b\\u0917\\u094b \\u0915\\u094b \\U0001f4af\\u092b\\u0949\\u0932\\u094b \\u092c\\u0948\\u0915 \\u092e\\u093f\\u0932\\u0947\\u0917\\u093e \\u2022 \\u0935\\u0947\\u092c \\u0921\\u0947\\u0935\\u0932\\u092a\\u0930 \\u25cf \\u0915\\u0928\\u092a\\u0941\\u0930\\u093f\\u092f\\u093e \\u092d\\u093e\\u090a \\U0001f60e',b'484',b'443',b'0',b'92',b'3886',b'False',b'False',b'False',b'False',b'2018-07-07 16:02:54'
b'@_sifa_k Bas ham bhi aise hi darte hain jab tum muslim hamare aas pas hote ho',b'1232287211611181056',b'Jyoti Awasthi',b'Jyotiawasthi1',b'india',b'\\u092e\\u0948\\u0902 \\u0907\\u0924\\u0928\\u0940 \\u092c\\u0921\\u093c\\u0940 celeb \\u092f\\u093e tweeple \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0942\\u0901 \\u0915\\u093f \\u0906\\u092a\\u0915\\u094b \\u092e\\u0941\\u091d\\u0947 \\u092a\\u094d\\u0930\\u0924\\u093f\\u0909\\u0924\\u094d\\u0924\\u0930 \\u0926\\u0947 \\u0915\\u0930 \\u0938\\u094d\\u0935\\u092f\\u0902 \\u0915\\u094b \\u0938\\u0938\\u094d\\u0924\\u093e \\u0938\\u093f\\u0926\\u094d\\u0927 \\u0915\\u0930\\u0928\\u0947 \\u0915\\u0940 \\u0906\\u0935\\u0936\\u094d\\u092f\\u0915\\u0924\\u093e \\u092a\\u0921\\u093c\\u0947\\u0964\\n\\u0906\\u0935\\u0936\\u094d\\u092f\\u0915 \\u0926\\u0942\\u0930\\u0940 \\u092c\\u0928\\u093e\\u092f\\u0947 \\u0930\\u0916\\u0947\\u0902 \\u0914\\u0930 \\u0938\\u0941\\u0930\\u0915\\u094d\\u0937\\u093f\\u0924 \\u0930\\u0939\\u0947\\u0902\\u0964',b'2771',b'370',b'12',b'13233',b'18625',b'False',b'False',b'False',b'False',b'2011-10-03 14:51:04'
"b'@AlterBase18Plus Lu bukan muslim lg,, wkwk\\U0001f602'",b'1232287209509867522',b'Joe joe',b'leviathan6_6_6',b'Ur brain',b'Never more..',b'1',b'17',b'0',b'22',b'11',b'False',b'False',b'False',b'False',b'2010-06-09 01:40:51'
b'@SanjayAzadSln You and @ArvindKejriwal are the main culprits and draamebaaz..\\nYou fuelled ShaheenBagh and AAP Musli\\u2026 https://t.co/U9WTN2xwDl',b'1232287199548174338',b'Shamantak M Sharma',b'ShamantakMani',b'Lucknow',b'\\U0001f1ee\\U0001f1f3 I Love my Country',b'409',b'1046',b'1',b'843',b'9996',b'False',b'False',b'True',b'False',b'2013-01-17 14:27:23'
b'this is not #DelhiRiots or #DelhiBurning it is only masscare of muslim or #MuslimBurning.',b'1232287195823837184',b'Mohammad Ehtesham',b'TheMdEhtesham',b'India',b'#Muslim #Activist #Poor #Humanity #Gandhi #Islam\\nLove the whole world.',b'545',b'1065',b'0',b'866',b'1350',b'False',b'False',b'True',b'False',b'2016-02-10 10:52:54'
b'@Imamofpeace Muslim women have been liberated..Very soon they will become harbingers of peace..These women of Shahe\\u2026 https://t.co/40LgUaIdUU',b'1232287193944580096',b'ddp thorat',b'ddpthorat',b'Kolhapur',"b""War Veteran & Apolitical-Strives for Vibrant India- Author of Novel' Hell of a War in Sri Lanka-Fights  Genocides n War Crimes- Empowers Girl child & Women..""",b'402',b'231',b'5',b'13437',b'328',b'False',b'False',b'False',b'False',b'2011-08-17 05:40:47'
